"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
231,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",231,"Lela","Suco","Community",NA,"Holpilat"
232,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",232,"Lucalai","Suco","Community",NA,"Beco"
233,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",233,"Matai","Suco","Community",NA,NA
234,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",234,"Ogues","Suco","Community",NA,NA
235,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",235,"Sanfuk","Suco","Community",NA,"Kamenasa"
236,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",236,"Suai-Loro","Suco","Community",NA,"Suai Loro"
237,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",237,"Vila","Suco","Community",NA,"Debos"
238,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",238,"Casabauk","Suco","Community",NA,"Mau-Demu"
239,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",239,"Halimea","Suco","Community",NA,"Mau-Demu"
240,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",240,"Laconac","Suco","Community",NA,"Foholulik"
241,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",241,"Lalawa","Suco","Community",NA,"Salele"
242,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",242,"Maudema","Suco","Community",NA,"Mau-Demu"
243,229,"TLS","Timor-Leste",6,"Covalima",30,"Tilomar",243,"Raihun","Suco","Community",NA,"Foholulik"
244,229,"TLS","Timor-Leste",7,"Dili",31,"Atauro",244,"Beloi","Suco","Community",NA,NA
245,229,"TLS","Timor-Leste",7,"Dili",31,"Atauro",245,"Biqueli","Suco","Community",NA,NA
246,229,"TLS","Timor-Leste",7,"Dili",31,"Atauro",246,"Macadade","Suco","Community",NA,NA
247,229,"TLS","Timor-Leste",7,"Dili",31,"Atauro",247,"Maquili","Suco","Community",NA,NA
248,229,"TLS","Timor-Leste",7,"Dili",31,"Atauro",248,"Vila","Suco","Community",NA,"Vila/Maumeta"
249,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",249,"12 Novembro","Suco","Community",NA,"Dare"
250,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",250,"Alor","Suco","Community",NA,"7 Decembro"
251,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",251,"Alto Hospital","Suco","Community",NA,"Lahane Barat"
252,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",252,"Bairo Alto","Suco","Community",NA,"Lahane Barat"
253,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",253,"Caicido","Suco","Community",NA,"Solo"
254,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",254,"Caicoli","Suco","Community",NA,"Rumbia"
255,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",255,"Colmera","Suco","Community",NA,"28 Novembro"
256,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",256,"Fatuhada","Suco","Community",NA,"Beira Mar"
257,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",257,"Florestal","Suco","Community",NA,"Dare"
258,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",258,"Haksolok","Suco","Community",NA,"Vila Verde"
259,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",259,"Hanso Hatora","Suco","Community",NA,"Vila Verde"
260,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",260,"Isolado","Suco","Community",NA,"Bairo Pite"
261,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",261,"Loscabubu","Suco","Community",NA,"Comoro"
262,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",262,"Malinamoc","Suco","Community",NA,"Comoro"
263,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",263,"Mascarenhas","Suco","Community",NA,"Mascarinhas"
264,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",264,"Moris Dame","Suco","Community",NA,"Comoro"
265,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",265,"Motael","Suco","Community",NA,"20 Maio"
266,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",266,"Naroman","Suco","Community",NA,"Bairo Pite"
267,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",267,"Nazare","Suco","Community",NA,"Bairo Pite"
268,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",268,"Rai Naca Doco","Suco","Community",NA,"Comoro"
269,229,"TLS","Timor-Leste",7,"Dili",32,"Dili Barat",269,"Suleur","Suco","Community",NA,"Comoro"
270,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",270,"10 Junho","Suco","Community",NA,"Lahane Timur"
271,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",271,"Ailok","Suco","Community",NA,"Becora"
272,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",272,"Asucai Lorosae","Suco","Community",NA,"Santa Cruz"
273,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",273,"B. Formosa","Suco","Community",NA,"Talera Hun|Central|Dosgrilhos"
274,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",274,"Balibar","Suco","Community",NA,NA
275,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",275,"Becora","Suco","Community",NA,NA
276,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",276,"Bemori","Suco","Community",NA,NA
277,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",277,"Bidau Lecidere","Suco","Community",NA,"Monumento"
278,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",278,"Bidau Santana","Suco","Community",NA,NA
279,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",279,"Camea","Suco","Community",NA,NA
280,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",280,"Centro Benemauk","Suco","Community",NA,"Becora"
281,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",281,"Fatuahi","Suco","Community",NA,"Camea"
282,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",282,"Hera","Suco","Community",NA,NA
283,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",283,"Inur Fuik","Suco","Community",NA,"Santa Cruz"
284,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",284,"Kuluhun","Suco","Community",NA,"Culuhum"
285,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",285,"Lahane Oriental","Suco","Community",NA,"Lahane Timur"
286,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",286,"Meira","Suco","Community",NA,"Bemori"
287,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",287,"Meti Aut","Suco","Community",NA,NA
288,229,"TLS","Timor-Leste",7,"Dili",33,"Dili Timur",288,"Santa Cruz","Suco","Community",NA,NA
289,229,"TLS","Timor-Leste",7,"Dili",34,"Metinaro",289,"Benunuk","Suco","Community",NA,"Duyung"
290,229,"TLS","Timor-Leste",7,"Dili",34,"Metinaro",290,"Kotomorin","Suco","Community",NA,"Duyung"
291,229,"TLS","Timor-Leste",7,"Dili",34,"Metinaro",291,"Sabuli","Suco","Community",NA,NA
292,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",292,"Atara","Suco","Community",NA,NA
293,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",293,"Baboikleten","Suco","Community",NA,"Baboe Leten"
294,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",294,"Baboikraik","Suco","Community",NA,"Baboe Craic"
295,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",295,"Batu-Manu","Suco","Community",NA,"Batu Manu"
296,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",296,"Laimealeten","Suco","Community",NA,"Leimea Leten"
297,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",297,"Laklo","Suco","Community",NA,"Laclo"
298,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",298,"Lasaun","Suco","Community",NA,"Lacao"
299,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",299,"Laubonu","Suco","Community",NA,"Lau Banu"
300,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",300,"Malabe","Suco","Community",NA,NA
301,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",301,"Malimea","Suco","Community",NA,"Atara"
302,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",302,"Obulo","Suco","Community",NA,NA
303,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",303,"Paramin","Suco","Community",NA,"Tirlelo"
304,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",304,"Parmin","Suco","Community",NA,NA
305,229,"TLS","Timor-Leste",8,"Ermera",35,"Atsabe",305,"Tiarlelo","Suco","Community",NA,"Estado"
306,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",306,"Humboe","Suco","Community",NA,NA
307,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",307,"Lauala","Suco","Community",NA,NA
308,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",308,"Legimea","Suco","Community",NA,"Leguimea"
309,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",309,"Mirtutu","Suco","Community",NA,NA
310,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",310,"Poetete","Suco","Community",NA,NA
311,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",311,"Ponilala","Suco","Community",NA,NA
312,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",312,"Raimehei","Suco","Community",NA,"Raimer Hei"
313,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",313,"Riheu","Suco","Community",NA,NA
314,229,"TLS","Timor-Leste",8,"Ermera",36,"Ermera",314,"Talimoro","Suco","Community",NA,NA
315,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",315,"Ailelo","Suco","Community",NA,NA
316,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",316,"Asu Lau","Suco","Community",NA,"Asslau|Sare"
317,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",317,"Fatubesi","Suco","Community",NA,"Fatu Besi"
318,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",318,"Fatubolu","Suco","Community",NA,"Fatu Bolu"
319,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",319,"Hatolia","Suco","Community",NA,"Hatolia Kota"
320,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",320,"Koliatileotelo","Suco","Community",NA,"Coliate Leotelu"
321,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",321,"Lemeakraik","Suco","Community",NA,"Leimea Craic"
322,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",322,"Lemia Sorinbalu","Suco","Community",NA,"Leimea Sorin|Balo"
323,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",323,"Lisafat","Suco","Community",NA,"Lisapat"
324,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",324,"Manusae","Suco","Community",NA,NA
325,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",325,"Mau Ubu","Suco","Community",NA,NA
326,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",326,"Samara","Suco","Community",NA,NA
327,229,"TLS","Timor-Leste",8,"Ermera",37,"Hatólia",327,"Urahou","Suco","Community",NA,NA
328,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",328,"Dukurai","Suco","Community",NA,"Dokurai"
329,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",329,"Eraulu","Suco","Community",NA,"Era Ulu"
330,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",330,"Goulolo","Suco","Community",NA,NA
331,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",331,"Hatugau","Suco","Community",NA,"Hatu Gau"
332,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",332,"Katrai-Kraik","Suco","Community",NA,"Katrai Craic"
333,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",333,"Katraikleten","Suco","Community",NA,"Katrai Leten"
334,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",334,"Lauana","Suco","Community",NA,NA
335,229,"TLS","Timor-Leste",8,"Ermera",38,"Letefoho",335,"Letefoho","Suco","Community",NA,"Lete Foho"
336,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",336,"Deleso","Suco","Community",NA,"Deleco"
337,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",337,"Fatukero","Suco","Community",NA,"Fatuquero"
338,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",338,"Lihu","Suco","Community",NA,NA
339,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",339,"Matata","Suco","Community",NA,NA
340,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",340,"Railako-Kraik","Suco","Community",NA,"Railaco Craic"
341,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",341,"Railako-Leten","Suco","Community",NA,"Railaco Leten"
342,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",342,"Sama-Lete","Suco","Community",NA,"Samalete"
343,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",343,"Taraso","Suco","Community",NA,"Taraco"
344,229,"TLS","Timor-Leste",8,"Ermera",39,"Railaco",344,"Tokoluli","Suco","Community",NA,NA
345,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",345,"Ailebere","Suco","Community",NA,NA
346,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",346,"Cainliu","Suco","Community",NA,"Kan Liu"
347,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",347,"Fuat","Suco","Community",NA,NA
348,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",348,"Iliomar Ii","Suco","Community",NA,NA
349,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",349,"Iliomar I","Suco","Community",NA,NA
350,229,"TLS","Timor-Leste",9,"Lautém",40,"Iliomar",350,"Trilolo","Suco","Community",NA,"Tirilolo"
351,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",351,"Baduro","Suco","Community",NA,NA
352,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",352,"Con","Suco","Community",NA,"Kon"
353,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",353,"Daudere","Suco","Community",NA,NA
354,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",354,"Eukisi","Suco","Community",NA,"Euquisi"
355,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",355,"Ililai","Suco","Community",NA,NA
356,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",356,"Maina Ii","Suco","Community",NA,NA
357,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",357,"Maina I","Suco","Community",NA,NA
358,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",358,"Pairara","Suco","Community",NA,NA
359,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",359,"Parlemento","Suco","Community",NA,"Parlamento"
360,229,"TLS","Timor-Leste",9,"Lautém",41,"Lautém",360,"Serelau","Suco","Community",NA,NA
361,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",361,"Bauro","Suco","Community",NA,NA
362,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",362,"Fuiloro","Suco","Community",NA,"Fuiluro"
363,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",363,"Home","Suco","Community",NA,NA
364,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",364,"Kakaven","Suco","Community",NA,NA
365,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",365,"Leuro","Suco","Community",NA,NA
366,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",366,"Lore Ii","Suco","Community",NA,NA
367,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",367,"Lore I","Suco","Community",NA,NA
368,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",368,"Muapitine","Suco","Community",NA,NA
369,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",369,"Rasa","Suco","Community",NA,NA
370,229,"TLS","Timor-Leste",9,"Lautém",42,"Los Palos",370,"Souro","Suco","Community",NA,NA
371,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",371,"Afabubu","Suco","Community",NA,"Afabubo"
372,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",372,"Bari Kafa","Suco","Community",NA,"Baricafa"
373,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",373,"Kota-Mutu","Suco","Community",NA,"Kotamuto"
374,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",374,"Lacava","Suco","Community",NA,"Lakawa"
375,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",375,"Luro","Suco","Community",NA,NA
376,229,"TLS","Timor-Leste",9,"Lautém",43,"Luro",376,"Uairoque","Suco","Community",NA,"Vairoque"
377,229,"TLS","Timor-Leste",9,"Lautém",44,"Tutuala",377,"Mehara","Suco","Community",NA,NA
378,229,"TLS","Timor-Leste",9,"Lautém",44,"Tutuala",378,"Tutuala","Suco","Community",NA,NA
379,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",379,"Fahilebo","Suco","Community",NA,NA
380,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",380,"Fatumasi","Suco","Community",NA,NA
381,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",381,"Lauhata","Suco","Community",NA,NA
382,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",382,"Leorema","Suco","Community",NA,NA
383,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",383,"Maumeta","Suco","Community",NA,NA
384,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",384,"Metagou","Suco","Community",NA,NA
385,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",385,"Motaulun","Suco","Community",NA,NA
386,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",386,"Tibar","Suco","Community",NA,NA
387,229,"TLS","Timor-Leste",10,"Liquiçá",45,"Bazar Tete",387,"Ulmera","Suco","Community",NA,NA
388,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",388,"Asumanu","Suco","Community",NA,NA
389,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",389,"Darulete","Suco","Community",NA,NA
390,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",390,"Dato","Suco","Community",NA,NA
391,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",391,"Hatukesi","Suco","Community",NA,"Hatuquesi"
392,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",392,"Leotela","Suco","Community",NA,NA
393,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",393,"Loidahar","Suco","Community",NA,NA
394,229,"TLS","Timor-Leste",10,"Liquiçá",46,"Liquiçá",394,"Lukulai","Suco","Community",NA,NA
395,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",395,"Gucleur","Suco","Community",NA,"Gugleur"
396,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",396,"Guico","Suco","Community",NA,NA
397,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",397,"Lisa-Dila","Suco","Community",NA,"Lisadila"
398,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",398,"Maubara-Lisa","Suco","Community",NA,"Maubaralisa"
399,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",399,"Vatu Boro","Suco","Community",NA,"Vatuboro"
400,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",400,"Vatu Vou","Suco","Community",NA,"Vatuvou"
401,229,"TLS","Timor-Leste",10,"Liquiçá",47,"Maubara",401,"Vaviquinia","Suco","Community",NA,NA
402,229,"TLS","Timor-Leste",11,"Manatuto",48,"Barique",402,"Aubeon","Suco","Community",NA,NA
403,229,"TLS","Timor-Leste",11,"Manatuto",48,"Barique",403,"Barique","Suco","Community",NA,"Cribas"
404,229,"TLS","Timor-Leste",11,"Manatuto",48,"Barique",404,"Fatu Uaquic","Suco","Community",NA,"Fatu Waki"
405,229,"TLS","Timor-Leste",11,"Manatuto",48,"Barique",405,"Manehat","Suco","Community",NA,NA
406,229,"TLS","Timor-Leste",11,"Manatuto",48,"Barique",406,"Umaboco","Suco","Community",NA,"Umabeco"
407,229,"TLS","Timor-Leste",11,"Manatuto",49,"Laclo",407,"Hoho-Rai","Suco","Community",NA,"Hohorai"
408,229,"TLS","Timor-Leste",11,"Manatuto",49,"Laclo",408,"Lakumesak","Suco","Community",NA,"Laco Mesak"
409,229,"TLS","Timor-Leste",11,"Manatuto",49,"Laclo",409,"Uma-Kaduak","Suco","Community",NA,"Uma Kaduak"
410,229,"TLS","Timor-Leste",11,"Manatuto",49,"Laclo",410,"Uma Naruc","Suco","Community",NA,"Uma Naruk"
411,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",411,"Batara","Suco","Community",NA,NA
412,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",412,"Fatumaquerek","Suco","Community",NA,"Fatu Makerek"
413,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",413,"Funar","Suco","Community",NA,NA
414,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",414,"Manelima","Suco","Community",NA,NA
415,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",415,"Orlalan","Suco","Community",NA,"Oralalan"
416,229,"TLS","Timor-Leste",11,"Manatuto",50,"Laclubar",416,"Sananain","Suco","Community",NA,NA
417,229,"TLS","Timor-Leste",11,"Manatuto",51,"Laleia",417,"Cai-Rui","Suco","Community",NA,"Kairui"
418,229,"TLS","Timor-Leste",11,"Manatuto",51,"Laleia",418,"Hatu-Ralan","Suco","Community",NA,"Hatularan"
419,229,"TLS","Timor-Leste",11,"Manatuto",51,"Laleia",419,"Lifau","Suco","Community",NA,NA
420,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",420,"Ailili","Suco","Community",NA,NA
421,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",421,"Aiteas","Suco","Community",NA,NA
422,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",422,"Cribas","Suco","Community",NA,NA
423,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",423,"Iliheu","Suco","Community",NA,NA
424,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",424,"Maabat","Suco","Community",NA,NA
425,229,"TLS","Timor-Leste",11,"Manatuto",52,"Manatuto",425,"Sau","Suco","Community",NA,NA
426,229,"TLS","Timor-Leste",11,"Manatuto",53,"Soibada",426,"Fatumaquerek","Suco","Community",NA,"Hatu Makarek"
427,229,"TLS","Timor-Leste",11,"Manatuto",53,"Soibada",427,"Leohat","Suco","Community",NA,NA
428,229,"TLS","Timor-Leste",11,"Manatuto",53,"Soibada",428,"Manlala","Suco","Community",NA,NA
429,229,"TLS","Timor-Leste",11,"Manatuto",53,"Soibada",429,"Maunfahe","Suco","Community",NA,"Maun Fahe"
430,229,"TLS","Timor-Leste",11,"Manatuto",53,"Soibada",430,"Samoro","Suco","Community",NA,NA
431,229,"TLS","Timor-Leste",12,"Manufahi",54,"Alas",431,"Aituha","Suco","Community",NA,NA
432,229,"TLS","Timor-Leste",12,"Manufahi",54,"Alas",432,"Dotik","Suco","Community",NA,NA
433,229,"TLS","Timor-Leste",12,"Manufahi",54,"Alas",433,"Mahaquidan","Suco","Community",NA,"Mahakidan"
434,229,"TLS","Timor-Leste",12,"Manufahi",54,"Alas",434,"Taitudak","Suco","Community",NA,NA
435,229,"TLS","Timor-Leste",12,"Manufahi",54,"Alas",435,"Uma Berloik","Suco","Community",NA,"Uma Berlolik"
436,229,"TLS","Timor-Leste",12,"Manufahi",55,"Fato Berliu",436,"Bubususu","Suco","Community",NA,NA
437,229,"TLS","Timor-Leste",12,"Manufahi",55,"Fato Berliu",437,"Caicasa","Suco","Community",NA,"Caicassa"
438,229,"TLS","Timor-Leste",12,"Manufahi",55,"Fato Berliu",438,"Fahinehan","Suco","Community",NA,"Fahinihan"
439,229,"TLS","Timor-Leste",12,"Manufahi",55,"Fato Berliu",439,"Fatukahi","Suco","Community",NA,"Fatucahi"
440,229,"TLS","Timor-Leste",12,"Manufahi",55,"Fato Berliu",440,"Klakuc","Suco","Community",NA,"Clakuk"
441,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",441,"Babulu","Suco","Community",NA,NA
442,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",442,"Betano","Suco","Community",NA,NA
443,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",443,"Daisua","Suco","Community",NA,NA
444,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",444,"Grotu","Suco","Community",NA,"Grutu"
445,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",445,"Holarua","Suco","Community",NA,NA
446,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",446,"Letefoho","Suco","Community",NA,NA
447,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",447,"Rotutu","Suco","Community",NA,"Rotuto"
448,229,"TLS","Timor-Leste",12,"Manufahi",56,"Same",448,"Tutuloro","Suco","Community",NA,"Tutuluro"
449,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",449,"Aitemua","Suco","Community",NA,NA
450,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",450,"Beremana","Suco","Community",NA,NA
451,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",451,"Fatucalo","Suco","Community",NA,NA
452,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",452,"Foholau","Suco","Community",NA,NA
453,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",453,"Kaimauk","Suco","Community",NA,NA
454,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",454,"Lisuata","Suco","Community",NA,"Lesuata"
455,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",455,"Liurai","Suco","Community",NA,NA
456,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",456,"Manumera","Suco","Community",NA,NA
457,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",457,"Matorec","Suco","Community",NA,"Matorek"
458,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",458,"Mindelo","Suco","Community",NA,NA
459,229,"TLS","Timor-Leste",12,"Manufahi",57,"Turiscai",459,"Orana","Suco","Community",NA,NA
460,229,"TLS","Timor-Leste",13,"Viqueque",58,"Lacluta",460,"Ahic","Suco","Community",NA,"Ahik"
461,229,"TLS","Timor-Leste",13,"Viqueque",58,"Lacluta",461,"Dilor","Suco","Community",NA,NA
462,229,"TLS","Timor-Leste",13,"Viqueque",58,"Lacluta",462,"Laline","Suco","Community",NA,NA
463,229,"TLS","Timor-Leste",13,"Viqueque",58,"Lacluta",463,"Uma-Tolu","Suco","Community",NA,"Uma Tolu"
464,229,"TLS","Timor-Leste",13,"Viqueque",59,"Ossu",464,"Builale","Suco","Community",NA,NA
